Station Name,mean_duration,std_duration,median_duration,p95_duration,p99_duration,total_duration,n
KOTTAVALASA,1.742857,0.44344,2.0,2.0,2.0,61.0,35
KOTTAYAM,2.844828,1.176609,3.0,5.0,5.0,330.0,116
KOTTIKULAM,1.166667,0.389249,1.0,2.0,2.0,14.0,12
KOTTUR HALT,1.0,0.0,1.0,1.0,1.0,7.0,7
KOVILPATTI,1.142857,0.353094,1.0,2.0,2.0,64.0,56
KOVVADA HALT,1.0,0.0,1.0,1.0,1.0,2.0,2
KOVVUR,1.029412,0.171499,1.0,1.0,1.67,35.0,34
KOYILVENNI H,1.0,0.0,1.0,1.0,1.0,9.0,9
KRANTIVIRA S,59.982036,238.038406,0.0,454.5,1215.3,10017.0,167
KRAPPA HALT,1.0,0.0,1.0,1.0,1.0,2.0,2
KRISHAN JANM,1.0,0.0,1.0,1.0,1.0,10.0,10
KRISHANA CAN,1.685714,3.178711,1.0,2.8,14.92,59.0,35
KRISHNA,1.529412,1.007326,1.0,2.6,4.52,26.0,17
KRISHNA BALL,1.0,0.0,1.0,1.0,1.0,10.0,10
KRISHNA CHAN,1.0,0.0,1.0,1.0,1.0,12.0,12
KRISHNA DEVA,1.0,0.0,1.0,1.0,1.0,14.0,14
KRISHNA MAKO,1.0,0.0,1.0,1.0,1.0,10.0,10
KRISHNA NAGA,0.653846,1.171379,0.0,2.15,5.23,51.0,78
KRISHNA RAJA,1.792593,0.978091,2.0,2.0,5.0,242.0,135
KRISHNAI,1.0,0.0,1.0,1.0,1.0,4.0,4
KRISHNAMOHAN,1.0,0.0,1.0,1.0,1.0,37.0,37
KRISHNAPUR,1.28,0.678233,1.0,2.0,3.52,32.0,25
KRISHNAPURAM,1.0,0.0,1.0,1.0,1.0,2.0,2
KRISHNARAJSA,1.0,0.0,1.0,1.0,1.0,6.0,6
KRISHNASHILA,2.0,0.0,2.0,2.0,2.0,10.0,5
KUAKHERA HAL,1.0,0.0,1.0,1.0,1.0,8.0,8
KUARMUNDA,1.0,0.0,1.0,1.0,1.0,2.0,2
KUBERPUR,1.0,0.0,1.0,1.0,1.0,6.0,6
KUCHAMAN CIT,1.916667,0.408248,2.0,2.0,2.77,46.0,24
KUCHAVARAM H,1.0,0.0,1.0,1.0,1.0,14.0,14
KUCHESAR ROA,1.5,0.547723,1.5,2.0,2.0,9.0,6
KUCHMAN,1.285714,0.468807,1.0,2.0,2.0,18.0,14
KUDACHI,1.285714,0.460044,1.0,2.0,2.0,36.0,28
KUDAL,1.818182,0.390154,2.0,2.0,2.0,80.0,44
KUDALA SANGA,1.0,0.0,1.0,1.0,1.0,5.0,5
KUDALNAGAR,1.0,0.0,1.0,1.0,1.0,7.0,7
KUDATINI,1.0,0.0,1.0,1.0,1.0,6.0,6
KUDGI H,1.0,0.0,1.0,1.0,1.0,5.0,5
KUDIKADU,1.0,0.0,1.0,1.0,1.0,7.0,7
KUDNI,1.1,0.316228,1.0,1.55,1.91,11.0,10
KUDRA,1.25,0.440959,1.0,2.0,2.0,35.0,28
KUDSAD,1.333333,0.516398,1.0,2.0,2.0,8.0,6
KUHI,2.0,0.0,2.0,2.0,2.0,16.0,8
KUHURI,1.176471,0.392953,1.0,2.0,2.0,20.0,17
KUJU,1.0,0.0,1.0,1.0,1.0,4.0,4
KUKAVAV,1.0,0.0,1.0,1.0,1.0,4.0,4
KUKMA,2.0,0.0,2.0,2.0,2.0,4.0,2
KULALI,1.25,0.46291,1.0,2.0,2.0,10.0,8
KULDIHA,1.0,0.0,1.0,1.0,1.0,2.0,2
KULEM,2.272727,2.186143,1.0,5.0,5.0,50.0,22
KULGACHIA,1.0,0.0,1.0,1.0,1.0,98.0,98
KULHA HALT,1.0,0.0,1.0,1.0,1.0,6.0,6
KULHARIA,1.307692,0.470679,1.0,2.0,2.0,34.0,26
KULIKARAI,1.1,0.316228,1.0,1.55,1.91,11.0,10
KULITALAI,1.25,0.447214,1.0,2.0,2.0,20.0,16
KULITTURAI,1.0,0.0,1.0,1.0,1.0,30.0,30
KULITTURAI W,1.0,0.0,1.0,1.0,1.0,13.0,13
KULPAHAR,1.928571,0.267261,2.0,2.0,2.0,27.0,14
KULPI-FLAG,1.0,0.0,1.0,1.0,1.0,30.0,30
KULTHAM ABDU,1.0,0.0,1.0,1.0,1.0,6.0,6
KULTI,1.153846,0.367946,1.0,2.0,2.0,30.0,26
KULUKALUR HA,1.0,0.0,1.0,1.0,1.0,12.0,12
KULWA,1.0,0.0,1.0,1.0,1.0,14.0,14
KUMAHU,1.0,0.0,1.0,1.0,1.0,12.0,12
KUMAR DUBI,1.133333,0.345746,1.0,2.0,2.0,34.0,30
KUMAR MARANG,1.0,0.0,1.0,1.0,1.0,2.0,2
KUMAR SODRA,1.0,0.0,1.0,1.0,1.0,2.0,2
KUMARAMANGAL,1.0,0.0,1.0,1.0,1.0,8.0,8
KUMARANALLUR,1.111111,0.333333,1.0,1.6,1.92,10.0,9
KUMARAPATNAM,1.0,0.0,1.0,1.0,1.0,2.0,2
KUMARBAGH,2.0,0.0,2.0,2.0,2.0,28.0,14
KUMARGANJ,1.6,0.516398,2.0,2.0,2.0,16.0,10
KUMARGHAT,2.0,0.0,2.0,2.0,2.0,12.0,6
KUMARHATTI D,1.2,0.447214,1.0,1.8,1.96,6.0,5
KUMARIPUR HA,1.0,0.0,1.0,1.0,1.0,8.0,8
KUMBAKONAM,39.5,188.978712,2.0,4.85,875.45,1738.0,44
KUMBALAM,1.0,0.0,1.0,1.0,1.0,12.0,12
KUMBHAWAS MU,1.0,0.0,1.0,1.0,1.0,18.0,18
KUMBLA,1.25,0.57735,1.0,2.25,2.85,20.0,16
KUMEDPUR,1.866667,0.345746,2.0,2.0,2.0,56.0,30
KUMENDI,1.0,0.0,1.0,1.0,1.0,8.0,8
KUMHARI,1.142857,0.356348,1.0,2.0,2.0,32.0,28
KUMRABAD ROH,1.0,0.0,1.0,1.0,1.0,14.0,14
KUMRADOL,1.0,0.0,1.0,1.0,1.0,6.0,6
KUMRUI PH,1.0,0.0,1.0,1.0,1.0,9.0,9
KUMTA,1.642857,0.48795,2.0,2.0,2.0,46.0,28
KUMTHA KHURD,1.0,0.0,1.0,1.0,1.0,4.0,4
KUNARIYA,1.0,0.0,1.0,1.0,1.0,4.0,4
KUND,1.0,0.0,1.0,1.0,1.0,6.0,6
KUNDA HARNAM,1.555556,0.51131,2.0,2.0,2.0,28.0,18
KUNDANGANJ,1.0,0.0,1.0,1.0,1.0,12.0,12
KUNDAPURA,1.625,0.491869,2.0,2.0,2.0,52.0,32
KUNDARA,1.0,0.0,1.0,1.0,1.0,16.0,16
KUNDARA EAST,1.0,0.0,1.0,1.0,1.0,10.0,10
KUNDARKHI,1.444444,0.51131,1.0,2.0,2.0,26.0,18
KUNDGOL,1.0,0.0,1.0,1.0,1.0,12.0,12
KUNDHELA,1.0,0.0,1.0,1.0,1.0,8.0,8
KUNDLI,1.0,0.0,1.0,1.0,1.0,8.0,8
KUNDURU,1.0,0.0,1.0,1.0,1.0,2.0,2
KUNDWA CHAIN,2.0,0.0,2.0,2.0,2.0,16.0,8
KUNERU,1.8,0.421637,2.0,2.0,2.0,18.0,10
KUNIGAL,1.0,0.0,1.0,1.0,1.0,8.0,8
KUNKI BH,1.0,0.0,1.0,1.0,1.0,15.0,15
KUNNATHUR HA,1.0,0.0,1.0,1.0,1.0,8.0,8
KUNTIGHAT,1.0,0.0,1.0,1.0,1.0,42.0,42
KUNURI,1.0,0.0,1.0,1.0,1.0,10.0,10
KUNWAR,1.0,0.0,1.0,1.0,1.0,2.0,2
KUP,1.75,0.452267,2.0,2.0,2.0,21.0,12
KUPGAL,1.0,0.0,1.0,1.0,1.0,6.0,6
KUPPAM,2.564103,7.181097,1.0,2.9,32.08,100.0,39
KURALI,1.375,0.5,1.0,2.0,2.0,22.0,16
KURAM,1.0,0.0,1.0,1.0,1.0,6.0,6
KURASTI KALA,1.0,0.0,1.0,1.0,1.0,5.0,5
KURBALAKOTA,1.0,0.0,1.0,1.0,1.0,4.0,4
KURBHAR,1.0,0.0,1.0,1.0,1.0,6.0,6
KURDUVADI JN,5.393939,8.719349,2.0,15.0,39.0,356.0,66
KURETHA,1.875,0.353553,2.0,2.0,2.0,15.0,8
KURGUNTA,1.2,0.421637,1.0,2.0,2.0,12.0,10
KURHAGADA,1.0,0.0,1.0,1.0,1.0,4.0,4
KURHANI,1.0,0.0,1.0,1.0,1.0,8.0,8
KURI,1.0,0.0,1.0,1.0,1.0,12.0,12
KURICHEDU,1.0,0.0,1.0,1.0,1.0,14.0,14
KURIKAD,1.0,0.0,1.0,1.0,1.0,8.0,8
KURINJIPADI,1.0,0.0,1.0,1.0,1.0,4.0,4
KURKURA,1.0,0.0,1.0,1.0,1.0,4.0,4
KURLA,123.400433,339.85018,1.0,1106.45,1388.36,57011.0,462
KURLASI,1.333333,0.516398,1.0,2.0,2.0,8.0,6
KURMAHAT,1.0,0.0,1.0,1.0,1.0,2.0,2
KURNOOL TOWN,21.731343,157.931188,2.0,8.5,450.2,1456.0,67
KURRAIYA,1.0,0.0,1.0,1.0,1.0,10.0,10
KURSELA,1.454545,0.509647,1.0,2.0,2.0,32.0,22
KURSEONG,3.333333,5.163978,0.0,10.0,10.0,20.0,6
KURUD,1.0,0.0,1.0,1.0,1.0,6.0,6
KURUKSHETRA,2.285714,4.841018,2.0,4.7,30.34,192.0,84
KURUMBUR,1.0,0.0,1.0,1.0,1.0,14.0,14
KURUMURTHI,1.0,0.0,1.0,1.0,1.0,6.0,6
KURUPPANTARA,1.0,0.0,1.0,1.0,1.0,16.0,16
KURUSI,1.0,0.0,1.0,1.0,1.0,6.0,6
KURVA,1.0,,1.0,1.0,1.0,1.0,1
KURWAI KETHO,1.5,0.57735,1.5,2.0,2.0,6.0,4
KUSHALPURA,1.0,0.0,1.0,1.0,1.0,8.0,8
KUSHTALA,1.166667,0.408248,1.0,1.75,1.95,7.0,6
KUSIARGAON,2.0,0.0,2.0,2.0,2.0,30.0,15
KUSMHI,1.888889,0.333333,2.0,2.0,2.0,17.0,9
KUSTAUR,1.0,0.0,1.0,1.0,1.0,24.0,24
KUSUGAL,1.125,0.353553,1.0,1.65,1.93,9.0,8
KUSUMBHI,1.0,0.0,1.0,1.0,1.0,28.0,28
KUSUMKASA,1.125,0.353553,1.0,1.65,1.93,9.0,8
KUSUNDA,0.0,0.0,0.0,0.0,0.0,0.0,2
KUSWA HALT,1.0,0.0,1.0,1.0,1.0,4.0,4
KUTRALAM,1.277778,0.826442,1.0,3.15,3.83,23.0,18
KUTTAKUDI,1.0,0.0,1.0,1.0,1.0,6.0,6
KUTTIPPURAM,1.772727,0.423915,2.0,2.0,2.0,78.0,44
KUTURUKHAMAR,1.666667,0.516398,2.0,2.0,2.0,10.0,6
KUWARCHINTAW,1.0,0.0,1.0,1.0,1.0,3.0,3
KWAKDWIP,1.433333,1.356551,1.0,5.0,5.0,43.0,30
KYARKOP,1.0,0.0,1.0,1.0,1.0,4.0,4
KYATANAKERI,1.0,0.0,1.0,1.0,1.0,5.0,5
KYATSANDRA,1.3,0.470162,1.0,2.0,2.0,26.0,20
KYATSNDRA GO,1.0,0.0,1.0,1.0,1.0,2.0,2
LABAN,1.166667,0.408248,1.0,1.75,1.95,7.0,6
LABHA,2.0,0.0,2.0,2.0,2.0,44.0,22
LACHHMANGARH,1.5,0.57735,1.5,2.0,2.0,6.0,4
LACHHMANPUR,1.0625,0.25,1.0,1.25,1.85,17.0,16
LACHMIPUR HA,1.833333,0.389249,2.0,2.0,2.0,22.0,12
LACHYAN,1.285714,0.82542,1.0,2.7,3.74,18.0,14
LADDA,1.75,0.46291,2.0,2.0,2.0,14.0,8
LADDIVADI,1.0,,1.0,1.0,1.0,1.0,1
LADERMER,1.5,0.57735,1.5,2.0,2.0,6.0,4
LADHOWAL,1.4,0.507093,1.0,2.0,2.0,21.0,15
LADHUKA,1.416667,0.514929,1.0,2.0,2.0,17.0,12
LADNUN,2.833333,1.150447,3.0,5.0,5.0,51.0,18
LADPURA,1.0,0.0,1.0,1.0,1.0,2.0,2
LAGARGAWAN,1.5,0.547723,1.5,2.0,2.0,9.0,6
LAHABON HALT,1.0,0.0,1.0,1.0,1.0,14.0,14
LAHAVIT,1.0,0.0,1.0,1.0,1.0,4.0,4
LAHERIA SARA,4.586957,1.146513,5.0,5.0,6.1,211.0,46
LAHING,1.5,0.57735,1.5,2.0,2.0,6.0,4
LAHLI,2.0,0.0,2.0,2.0,2.0,20.0,10
LAHOAL,2.0,0.0,2.0,2.0,2.0,8.0,4
LAIBURWA HAL,1.333333,0.516398,1.0,2.0,2.0,8.0,6
LAILAKH MAMA,1.0,0.0,1.0,1.0,1.0,14.0,14
LAIMEKURI,1.0,0.0,1.0,1.0,1.0,8.0,8
LAIN BAZAR,2.0,0.0,2.0,2.0,2.0,4.0,2
LAJPAT NAGAR,1.0,0.0,1.0,1.0,1.0,10.0,10
LAKDI KA PUL,1.0,0.0,1.0,1.0,1.0,58.0,58
LAKDIYA,2.0,0.0,2.0,2.0,2.0,8.0,4
LAKE GARDENS,1.0,0.0,1.0,1.0,1.0,83.0,83
LAKHABAVAL,1.25,0.46291,1.0,2.0,2.0,10.0,8
LAKHAKERA,1.75,0.5,2.0,2.0,2.0,7.0,4
LAKHAMANCHI,1.25,0.5,1.0,1.85,1.97,5.0,4
LAKHANWARA,1.0,0.0,1.0,1.0,1.0,10.0,10
LAKHERI,1.7,0.470162,2.0,2.0,2.0,34.0,20
LAKHEWALI,1.75,0.452267,2.0,2.0,2.0,21.0,12
LAKHMAPUR,1.125,0.353553,1.0,1.65,1.93,9.0,8
LAKHMINIA,1.423077,0.503831,1.0,2.0,2.0,37.0,26
LAKHNA,1.75,0.46291,2.0,2.0,2.0,14.0,8
LAKHO,1.0,0.0,1.0,1.0,1.0,12.0,12
LAKHOLI,1.714286,0.48795,2.0,2.0,2.0,12.0,7
LAKHPAT,2.0,0.0,2.0,2.0,2.0,4.0,2
LAKHPAT NAGA,2.0,0.0,2.0,2.0,2.0,12.0,6
LAKHTAR,1.5,0.534522,1.5,2.0,2.0,12.0,8
LAKKAVARAPUK,1.0,0.0,1.0,1.0,1.0,2.0,2
LAKKITI,1.0,0.0,1.0,1.0,1.0,10.0,10
LAKODARA,1.2,0.421637,1.0,2.0,2.0,12.0,10
LAKSAR JN.,8.441558,14.988148,3.0,31.0,59.4,650.0,77
LAKSHANNATH,1.0,0.0,1.0,1.0,1.0,15.0,15
LAKSHMANPUR,1.333333,0.516398,1.0,2.0,2.0,8.0,6
LAKSHMIGANJ,1.375,0.517549,1.0,2.0,2.0,11.0,8
LAKSHMIKANTA,0.234568,1.380866,0.0,1.0,4.0,19.0,81
LAKSHMINARAY,1.0,0.0,1.0,1.0,1.0,7.0,7
LAKSHMIPUR,1.0,0.0,1.0,1.0,1.0,39.0,39
LAKSHMIPUR B,1.0,0.0,1.0,1.0,1.0,8.0,8
LAKSHMIPUR R,2.0,0.0,2.0,2.0,2.0,24.0,12
LAKWA,2.0,0.0,2.0,2.0,2.0,12.0,6
LAL KALAN,2.0,,2.0,2.0,2.0,2.0,1
LALABAZAR,5.0,0.0,5.0,5.0,5.0,10.0,2
LALAGUDA GAT,1.0,0.0,1.0,1.0,1.0,40.0,40
LALAPET,1.0,0.0,1.0,1.0,1.0,10.0,10
LALAURI KHER,1.0,0.0,1.0,1.0,1.0,8.0,8
LALAWADI,1.0,0.0,1.0,1.0,1.0,2.0,2
LALBAGH,1.0,0.0,1.0,1.0,1.0,4.0,4
LALBAGH COUR,1.142857,0.755929,1.0,1.0,3.92,32.0,28
LALGANJ,1.714286,0.468807,2.0,2.0,2.0,24.0,14
LALGARH JN.,5.571429,13.238472,2.0,20.0,52.0,117.0,21
LALGOLA,8.709677,48.493432,0.0,0.0,189.0,270.0,31
LALGOPALGANJ,1.071429,0.267261,1.0,1.35,1.87,15.0,14
LALGUDI,1.076923,0.759555,1.0,2.0,2.0,14.0,13
LALIT KHERA,1.0,0.0,1.0,1.0,1.0,4.0,4
LALIT LACHMI,1.0,0.0,1.0,1.0,1.0,2.0,2
LALITPUR,2.171429,0.760843,2.0,4.55,5.0,152.0,70
LALKUA JN.,12.456522,40.315261,2.5,40.5,171.0,573.0,46
LALPUR,2.0,0.0,2.0,2.0,2.0,16.0,8
LALPUR JAM,1.0,0.0,1.0,1.0,1.0,11.0,11
LALPUR UMRIL,1.125,0.353553,1.0,1.65,1.93,9.0,8
LALRU,1.5,0.534522,1.5,2.0,2.0,12.0,8
LAMBHUA,1.0,0.0,1.0,1.0,1.0,16.0,16
LAMBIYA,1.0,0.0,1.0,1.0,1.0,2.0,2
LAMSAKHANG,1.5,0.57735,1.5,2.0,2.0,6.0,4
LANDAURA,1.5,0.527046,1.5,2.0,2.0,15.0,10
LANGARPETH,1.0,0.0,1.0,1.0,1.0,4.0,4
LANGCHOLIET,2.0,0.0,2.0,2.0,2.0,4.0,2
LANGTING,2.0,0.0,2.0,2.0,2.0,4.0,2
LANJI GARH R,4.5,6.665064,2.0,20.0,20.0,63.0,14
LANKA,2.3,2.053592,2.0,5.0,9.97,69.0,30
LANKALAKODER,1.0,0.0,1.0,1.0,1.0,11.0,11
LAOPANI,2.0,0.0,2.0,2.0,2.0,4.0,2
LAPANGA,1.4,0.516398,1.0,2.0,2.0,14.0,10
LAR ROAD,1.888889,0.323381,2.0,2.0,2.0,34.0,18
LARABAD BH,1.0,0.0,1.0,1.0,1.0,2.0,2
LASAL GAON,1.538462,0.508391,2.0,2.0,2.0,40.0,26
LASERI  HALT,1.166667,0.408248,1.0,1.75,1.95,7.0,6
LASUR,1.114286,0.676123,1.0,1.0,3.64,39.0,35
LATABOR,1.0,0.0,1.0,1.0,1.0,8.0,8
LATAGURI JN,1.0,0.0,1.0,1.0,1.0,2.0,2
LATEHER,1.75,0.440959,2.0,2.0,2.0,49.0,28
LATEMDA,1.0,0.0,1.0,1.0,1.0,3.0,3
LATH HALT,1.0,0.0,1.0,1.0,1.0,4.0,4
LATHI,1.0,0.0,1.0,1.0,1.0,8.0,8
LATHIDAD,1.0,0.0,1.0,1.0,1.0,10.0,10
LATHIKATA,1.0,0.0,1.0,1.0,1.0,2.0,2
LATTERI,1.25,0.5,1.0,1.85,1.97,5.0,4
LATUR,7.894737,2.536286,10.0,10.0,10.0,150.0,19
LATUR ROAD,6.171429,7.010436,2.0,20.0,21.32,216.0,35
LAUL,1.0,0.0,1.0,1.0,1.0,5.0,5
LAVAN SATYAG,1.0,0.0,1.0,1.0,1.0,5.0,5
LAWA SARDARG,1.0,0.0,1.0,1.0,1.0,4.0,4
LAXMIBAINAGA,1.5,0.516398,1.5,2.0,2.0,24.0,16
LAYABAD,1.0,0.0,1.0,1.0,1.0,6.0,6
LEBUTALA,1.0,0.0,1.0,1.0,1.0,44.0,44
LEDO,0.0,0.0,0.0,0.0,0.0,0.0,8
LEHRA F,1.0,0.0,1.0,1.0,1.0,10.0,10
LEHRA GAGA,1.714286,0.46291,2.0,2.0,2.0,36.0,21
LEHRA MUHABB,1.5,0.534522,1.5,2.0,2.0,12.0,8
LELIGUMMA,2.0,0.0,2.0,2.0,2.0,12.0,6
LEPETKATA,2.0,0.0,2.0,2.0,2.0,4.0,2
LIDHORA,1.875,0.353553,2.0,2.0,2.0,15.0,8
LIHURI PH,1.0,0.0,1.0,1.0,1.0,4.0,4
LILABARI,1.0,0.0,1.0,1.0,1.0,8.0,8
LILAPURROAD,1.25,0.5,1.0,1.85,1.97,5.0,4
LILIYA MOTA,1.0,0.0,1.0,1.0,1.0,7.0,7
LILUAH,1.006536,0.114332,1.0,1.0,1.0,308.0,306
LIMBGAON,1.0,0.0,1.0,1.0,1.0,16.0,16
LIMDI,1.0,0.0,1.0,1.0,1.0,15.0,15
LIMKHERA,1.071429,0.267261,1.0,1.35,1.87,15.0,14
LINCH,2.5,1.0,2.0,3.7,3.94,10.0,4
LINGAM GUNTL,1.0,0.0,1.0,1.0,1.0,6.0,6
LINGAMPALLI,216.20625,422.951238,1.0,1210.5,1336.15,34593.0,160
LINGANENIDOD,1.125,0.353553,1.0,1.65,1.93,9.0,8
LINGARAJ TEM,1.05,0.223607,1.0,1.05,1.81,21.0,20
LINGIRI,1.0,0.0,1.0,1.0,1.0,4.0,4
LINGTI,3.5,2.12132,3.5,4.85,4.97,7.0,2
LINK C-CABIN,1.0,0.0,1.0,1.0,1.0,3.0,3
LINK JN CABI,2.0,0.0,2.0,2.0,2.0,6.0,3
LNGOHTA,2.0,1.414214,2.0,2.9,2.98,4.0,2
LODHMA,1.0,0.0,1.0,1.0,1.0,4.0,4
LODI COLONY,1.0,0.0,1.0,1.0,1.0,10.0,10
LODIPUR BISH,1.727273,0.467099,2.0,2.0,2.0,19.0,11
LOHA   HALT,1.0,0.0,1.0,1.0,1.0,6.0,6
LOHAPUR,1.0,0.0,1.0,1.0,1.0,12.0,12
LOHARDAGA  B,1.25,2.31455,0.0,5.0,5.0,10.0,8
LOHARPURWA (,1.1,0.307794,1.0,2.0,2.0,22.0,20
LOHARU JN,12.2,15.949057,5.0,32.75,66.95,366.0,30
LOHGARA,2.0,0.0,2.0,2.0,2.0,6.0,3
LOHIAN KHAS,3.0,3.149603,2.0,10.0,10.0,78.0,26
LOHOGAD,1.0,0.0,1.0,1.0,1.0,6.0,6
LOHTA,1.0,0.0,1.0,1.0,1.0,6.0,6
LOISINGHA,2.0,0.0,2.0,2.0,2.0,20.0,10
LOK VIDYAPIT,1.0,0.0,1.0,1.0,1.0,10.0,10
LOKKADKOT,1.2,0.447214,1.0,1.8,1.96,6.0,5
LOKMANYA NAG,1.045455,0.213201,1.0,1.0,1.79,23.0,22
LOKMANYA TIL,115.309353,336.817756,0.0,1001.5,1403.6,16028.0,139
LOKNATH,1.0,0.0,1.0,1.0,1.0,63.0,63
LOKUR,1.0,0.0,1.0,1.0,1.0,8.0,8
LOLIEM,1.0,0.0,1.0,1.0,1.0,8.0,8
LOLIYA,1.0,0.0,1.0,1.0,1.0,6.0,6
LONAND,1.2,0.421637,1.0,2.0,2.0,12.0,10
LONAVLA,1.643312,1.103681,2.0,3.0,3.0,258.0,157
LONDA JN.,2.509434,2.333886,2.0,8.2,10.0,133.0,53
LONGAI,2.0,0.0,2.0,2.0,2.0,8.0,4
LONGPATIA,1.5,0.57735,1.5,2.0,2.0,6.0,4
LONI,1.0,0.0,1.0,1.0,1.0,20.0,20
LORHA,1.5,0.547723,1.5,2.0,2.0,9.0,6
LORWADA,2.0,0.0,2.0,2.0,2.0,8.0,4
LOTANA,1.0,0.0,1.0,1.0,1.0,8.0,8
LOTAPAHAR,1.0,0.0,1.0,1.0,1.0,6.0,6
LOTHAL BHURK,1.0,0.0,1.0,1.0,1.0,10.0,10
LOTTEGOLLAHA,1.0,0.0,1.0,1.0,1.0,12.0,12
LOVEDALE,1.0,0.0,1.0,1.0,1.0,8.0,8
LUCKEESARAI,1.858974,0.527783,2.0,2.0,2.69,145.0,78
LUCKNOW (DIK,1.0,0.0,1.0,1.0,1.0,3.0,3
LUCKNOW CITY,1.941176,0.242536,2.0,2.0,2.0,33.0,17
LUCKNOW JN.,26.864935,134.809037,10.0,34.0,669.0,10343.0,385
LUCKNOW WEST,1.2,0.447214,1.0,1.8,1.96,6.0,5
LUDHIANA JN.,8.52766,5.588668,10.0,20.0,25.0,2004.0,235
LUKWASA,2.0,0.0,2.0,2.0,2.0,8.0,4
LUMDING JN.,13.375,12.762171,10.0,30.0,45.0,856.0,64
LUN RICHHA,1.625,0.517549,2.0,2.0,2.0,13.0,8
LUNI JN.,3.107143,1.316726,3.0,3.0,9.35,174.0,56
LUNIDHAR,1.0,0.0,1.0,1.0,1.0,4.0,4
LUNKARANSAR,1.933333,0.258199,2.0,2.0,2.0,29.0,15
LUNSERIYA,1.25,0.5,1.0,1.85,1.97,5.0,4
LUNSU  HALT,1.0,0.0,1.0,1.0,1.0,12.0,12
LUSA,2.0,0.0,2.0,2.0,2.0,20.0,10
LUSHALA,1.0,0.0,1.0,1.0,1.0,8.0,8
MABAN,1.7,0.483046,2.0,2.0,2.0,17.0,10
MABBI HALT,1.0,0.0,1.0,1.0,1.0,6.0,6
MACHAPUR,1.0,0.0,1.0,1.0,1.0,6.0,6
MACHARYA,1.5,0.514496,1.5,2.0,2.0,27.0,18
MACHAVARAM H,1.0,0.0,1.0,1.0,1.0,12.0,12
MACHERLA,0.0,0.0,0.0,0.0,0.0,0.0,6
MACHHAKUNDA,1.0,0.0,1.0,1.0,1.0,2.0,2
MACHHALANDAP,1.013333,0.11547,1.0,1.0,1.26,76.0,75
MACHHRAULI,1.4,0.894427,1.0,2.6,2.92,7.0,5
MACHILIPATNA,18.125,88.794003,0.0,0.0,334.95,435.0,24
MADANA PALLE,1.083333,0.288675,1.0,1.45,1.89,13.0,12
MADANAPUR HA,1.0,0.0,1.0,1.0,1.0,4.0,4
MADANKATA,1.0,0.0,1.0,1.0,1.0,13.0,13
MADANMAHAL,1.815789,0.562584,2.0,2.0,2.0,69.0,38
MADANPUR,1.026087,0.279751,1.0,1.0,1.0,118.0,115
MADAR JN,0.8,0.788811,1.0,2.0,2.0,8.0,10
MADARAHA,2.0,0.0,2.0,2.0,2.0,6.0,3
MADARIHAT,1.0,0.0,1.0,1.0,1.0,10.0,10
MADDIKERA,3.357143,7.96731,1.0,12.15,27.23,47.0,14
MADDUR,1.142857,0.356348,1.0,2.0,2.0,32.0,28
MADDURU,1.0,0.0,1.0,1.0,1.0,4.0,4
MADGOAN JN.,29.434783,145.63606,10.0,13.0,723.0,3385.0,115
MADHA,1.666667,0.5,2.0,2.0,2.0,15.0,9
MADHABPUR,1.0,0.0,1.0,1.0,1.0,54.0,54
MADHADA,1.0,0.0,1.0,1.0,1.0,8.0,8
MADHAVNAGAR,1.214286,0.425815,1.0,2.0,2.0,17.0,14
MADHI,2.444444,0.527046,2.0,3.0,3.0,22.0,9
MADHIRA,1.125,0.334932,1.0,2.0,2.0,45.0,40
MADHOGANJ,2.0,0.0,2.0,2.0,2.0,8.0,4
MADHOPUR PUN,1.428571,0.534522,1.0,2.0,2.0,10.0,7
MADHOSINGH,2.142857,0.864438,2.0,3.05,4.61,30.0,14
MADHRANAGAR,1.0,0.0,1.0,1.0,1.0,18.0,18
MADHUBANI,4.333333,1.264911,5.0,5.0,5.0,156.0,36
MADHUKUNDA,1.173913,0.387553,1.0,2.0,2.0,27.0,23
MADHUPUR JN.,9.459016,56.356473,2.0,9.75,56.58,1154.0,122
MADHUSUDANPU,1.0,0.0,1.0,1.0,1.0,63.0,63
MADHYAM GRAM,0.981132,0.176882,1.0,1.0,1.0,156.0,159
MADHYAMPUR,1.704545,1.664675,1.0,6.0,6.57,75.0,44
MADIMANGALAM,1.0,,1.0,1.0,1.0,1.0,1
MADLAUDA,1.0,0.0,1.0,1.0,1.0,6.0,6
MADPUR,1.02,0.141421,1.0,1.0,1.51,51.0,50
MADUKARAI,1.0,0.0,1.0,1.0,1.0,10.0,10
MADURAI EAST,1.0,0.0,1.0,1.0,1.0,6.0,6
MADURAI JN,3.147059,2.885255,5.0,5.0,10.0,321.0,102
MADURANTAKAM,1.785714,0.425815,2.0,2.0,2.0,25.0,14
MADURE (H),1.0,0.0,1.0,1.0,1.0,4.0,4
MADWARANI,1.0,0.0,1.0,1.0,1.0,12.0,12
MADWAS GRAM,2.0,0.0,2.0,2.0,2.0,16.0,8
MAEL,1.0,0.0,1.0,1.0,1.0,4.0,4
MAGARDAHA,1.4,0.547723,1.0,2.0,2.0,7.0,5
MAGARDOH,1.0,0.0,1.0,1.0,1.0,4.0,4
MAGARPUR,1.5,0.57735,1.5,2.0,2.0,6.0,4
